Question_ID,Question,GreedyDist+PR
4855,"Doctor, I have been experiencing frequent urination, ache all over, delusions or hallucinations, low back pain, and sleepiness. What could be wrong with me?",20
4856,"Doctor, I have been experiencing aches all over my body and feeling very tired all the time. Do you know what could be causing this?",11
4857,"Doctor, I'm experiencing a swollen eye and some abnormal involuntary movements. What could be the cause of this?",12
4858,"Doctor, I have been experiencing severe headaches for a while now. What could be causing them?",15
4859,"Doctor, I've been experiencing some strange symptoms lately. My eye is swollen, my tongue hurts, and I've had some strange sensations in my face.",13
4860,"Doctor, I have been experiencing abnormal involuntary movements and a severe pain in my eye. What do you think is wrong with me?",14
4861,"Doctor, I have been experiencing abnormal involuntary movements, facial pain, and tongue pain. What could be the cause of these symptoms?",16
4862,"Doctor, I have been experiencing an ache all over my body and I've been having joint pain as well. What could be the reason for this?",13
4863,"Doctor, I have been experiencing leg pain, joint pain, and paresthesia. What could be the problem?",13
4864,"Doctor, I've been experiencing elbow pain, joint pain, and an ache all over my body. Also, I'm feeling a sharp pain in my lower back. What could it be?",12
4865,"Doctor, I have been experiencing some pain in my ribs.",3
4866,"Doctor, I've been experiencing a lot of low back pain lately. Could you tell me what could be causing this?",6
4867,"Doctor, I have been feeling really dizzy lately. What could be causing this?",18
4868,"Doctor, I have been experiencing dizziness, leg weakness, abnormal involuntary movements, and leg pain. What could be the problem?",16
4869,"Doctor, I have been experiencing abnormal movements in my body and feeling weakness in my arms. What could be the reason for it?",8
4870,"Doctor, I have been experiencing some strange symptoms lately. I have been having paresthesia, back pain, foot pain and leg weakness. What do you think is wrong with me?",14
4871,"Doctor, I've been experiencing dizziness, paresthesia, arm weakness, back pain, and disturbance of memory. What could be wrong with me?",15
4872,"Doctor, I have a lump on my hand and also one on my breast. Additionally, there is a weird growth on my skin. What could this be?",15
4873,"Doctor, I have a lump in my breast and a strange skin growth, should I be worried?",10
4874,"Doctor, I have irregular appearing scalp, abnormal appearing skin, arm lump or mass, lump or mass of breast, and skin swelling. What could be wrong with me?",16
4875,"Doctor, I have a mass on my neck that seems to be getting bigger. Also, the skin over it looks abnormal and swollen with some moles. What might be going on?",11
4876,"Doctor, I have a lump on my finger and there's an abnormal-looking skin over it. Also, I have some skin moles on my hand. What could be causing this? ",12
4877,"Doctor, I've been having a hard time sleeping lately. I just can't seem to fall asleep no matter how tired I feel.",14
4878,"Doctor, I have been experiencing chest tightness, fainting, depressive or psychotic symptoms, dizziness, and sharp chest pain. What could be wrong with me?",8
4879,"Doctor, I have been experiencing fainting, difficulty speaking, sleepiness, and chest tightness. What is happening to me?",16
4880,"Doctor, I have been experiencing anxiety and nervousness, along with some lesions on my tongue and chest tightness. What could these symptoms indicate?",11
4881,"Doctor, I have been experiencing diminished vision, mouth ulcers, and diarrhea. Do you have any idea what could be causing these symptoms?",15
4882,"Doctor, I have been experiencing neck pain, diminished vision, vomiting, and anxiety and nervousness. What could be happening to me?",16
4883,"Doctor, I have been feeling anxious and nervous lately, and I also have neck pain and sharp abdominal pain, what could be wrong with me?",11
4884,"Doctor, I've been experiencing diarrhea, sharp abdominal pain, shortness of breath, and vomiting. What's wrong with me?",9
4885,"Doctor, I've been feeling very anxious and nervous lately. I've also been vomiting and coughing a lot. On top of that, my neck has been hurting and my vision has been blurry. What could be causing all these symptoms? ",19
4886,"Doctor, I've been having trouble with smoking lately, and I've been feeling really down. Do you have any idea what's going on?",14
4887,"Doctor, I have been having trouble with smoking lately. No matter how hard I try, I can't seem to quit. ",3
4888,"Doctor, I have been having frequent headaches and smoking problems. I also feel low most of the times. What could be the reason for this?",15
4889,"Doctor, I have been experiencing a lot of excessive anger lately and I'm having trouble quitting smoking. What could be the problem?",3
4890,"Doctor, I've been experiencing some strange symptoms lately. I have a persistent headache and I just can't seem to fall asleep at night.",3
4892,"Doctor, I've been experiencing frequent urination and sometimes I struggle to retain it. I've also had involuntary urination, and I noticed blood in my urine. What's wrong with me? ",6
4893,"Doctor, I have been experiencing impotence and involuntary urination lately. Also, I have symptoms of bladder issues, and I've been urinating excessively at night. What could be wrong with me?",14
4894,"Doctor, I have been experiencing pain during intercourse, flushing, symptoms of bladder, and even blood in my urine. Can you tell me what's wrong with me?",12
4895,"Doctor, I've been experiencing flushing and symptoms of prostate, along with pain during intercourse and excessive urination at night. I'm also having symptoms of bladder. What could be the problem?",15
4896,"Doctor, I have been experiencing a bad headache and noticed some muscle stiffness and tightness in my body, specifically in my arms. I'm not sure what's going on but it's been bothering me for a while now.",8
4897,"Doctor, I've been experiencing arm pain, dizziness, and loss of sensation in my body. What could be the cause of this? ",12
4898,"Doctor, I have been experiencing arm pain and headache along with diminished vision. I'm also having difficulty speaking and vomiting. Do you have any idea what might be causing these symptoms?",11
4899,"Doctor, I've been feeling really sick lately. I've been vomiting a lot, feeling dizzy, have neck pain, and constantly nauseous. What's wrong with me?",8
4900,"Doctor, I have been experiencing neck pain, diminished vision, loss of sensation, focal weakness, and a constant headache. What could be wrong with me? ",12
4901,"Doctor, my finger and hand are hurting a lot. They are also swollen and feel very stiff. What could be wrong?",8
4902,"Doctor, my finger is so swollen, and it's really painful. I think I might have broken it.",6
4903,"Doctor, I've been having a lot of joint pain in my finger lately.",13
4904,"Doctor, I have difficulty speaking and my wrist and finger hurt a lot. ",11
4905,"Doctor, I've been experiencing some low back weakness and muscle swelling, do you know what might be causing this?",3
4906,"Doctor, I've been experiencing difficulty speaking, and I haven't been growing at the rate I should be. I also have had some depressive and psychotic symptoms. What could be the cause of these symptoms?",12
4907,"I don't know what's wrong with me, doctor. Lately, I've been experiencing some really intense mood changes. I've been feeling pretty down and depressed, and sometimes I feel like I'm losing touch with reality. ",12
4908,"Doctor, I've been experiencing elbow cramps or spasms lately. What could be the reason behind it?",14
4909,"Doctor, I'm having a hard time speaking clearly and I've noticed pus in my sputum lately. What could be causing this?",10
4910,"Doctor, I've been experiencing some regurgitation, upper abdominal pain, skin growth, and leg weakness. Do you have any idea what might be causing these symptoms?",17
4911,"Doctor, I have noticed a strange growth on my skin, and I have been drinking a lot lately. ",18
4912,"Doctor, I have been feeling quite sick lately. I've been experiencing a lot of nausea, upper abdominal pain and an ache all over my body. What could be causing these symptoms?",12
4913,"Doctor, I have been having some severe back pain lately.",17
4914,"Doctor, I've been feeling really sick lately. I have been having nausea, aches all over my body and honestly, I've been abusing alcohol for awhile now. What could be going on?",13
4915,"Doctor, I have been experiencing swelling in my feet, my skin looks different in one area, and I have a lump in my breast. What could be the problem?",17
4916,"I noticed a lump in my breast and there is some skin swelling around it. I also feel an ache all over my body. What could be the problem, Doctor?",11
4917,"Doctor, I have been experiencing peripheral edema, what could be the reason?",5
4918,"Doctor, I have a swollen scrotum, groin pain, and an ache all over my body. What could be the problem?",13
4919,"Doctor, I have been experiencing an ache all over my body.",3
4920,"Doctor, I have been experiencing some strange symptoms lately. I have noticed swelling in my shoulder, and I have also had a loss of sex drive. What could be the problem?",16
4921,"Doctor, I have a lump on my knee, weakness in my wrist, and a sore in my vulvar area, what could be wrong with me?",13
4922,"Doctor, I have been experiencing loss of sex drive and excessive growth recently. What could be the issue?",12
4923,"Hi doctor, I have been experiencing joint stiffness or tightness, involuntary urination and also have a knee lump or mass. What could be the problem? ",13
4924,"Doctor, I have been experiencing some strange symptoms lately. My eyelids are very itchy and I keep biting my nails uncontrollably. Additionally, my wrists have been weak and my shoulders are swollen. Also, I have experienced involuntary urination. What could this be a sign of?",17
4925,"Hi doctor, I have this open wound on my head and I've been experiencing a headache. Can you tell me what it is?",15
4927,"Doctor, I have a headache and there's an open wound on my head. What could be the problem?",15
4928,"Doctor, I have an open wound on my head and I've been abusing alcohol. Can you tell me what's wrong with me? ",14
4929,"Doctor, I have an open wound on my head and I've been abusing alcohol lately. What could be wrong with me?",14
4930,"Doctor, my skin has been itching a lot lately.",3
4931,"Doctor, I have noticed some warts on my skin and it has an abnormal appearance. Also, my skin is dry and peeling with some rash. What could be the reason for this?",8
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?",3
4933,"Doctor, I have been experiencing skin irritation and I have noticed some abnormal skin moles on my body. What could be the problem?",15
4934,"Doctor, I've been experiencing some skin irritation, redness around my penis, my wrist is hurting and also bleeding from my ear. What could be the possible disease that I'm going through?",15
4935,"Doctor, I'm experiencing some skin irritation and wrist pain. ",6
4936,"Doctor, I have been experiencing a headache lately.",24
4937,"Doctor, I have been experiencing elbow and knee pain, and it's been bothering me for a while.",3
4938,"Doctor, I have skin irritation, wrist swelling, elbow pain, and pain in my hands and fingers. What could be wrong with me?",14
4939,"Doctor, I've been having these terrible uterine contractions and pelvic pain. I'm also experiencing cramps and spasms, and sometimes I have bleeding between periods. What could be wrong with me?",19
4940,"Doctor, I've been experiencing lower abdominal pain and spotting during my pregnancy. Additionally, I feel pain during my pregnancy and I'm having problems with it. What could be causing all of these symptoms?",7
4941,"Doctor, I have been experiencing lower abdominal pain, pelvic pain and blood clots during my menstrual periods. I have also been having burning abdominal pain and pain during my pregnancy.",13
4942,"Doctor, I have been experiencing pain during my pregnancy and heavy menstrual flow. Also, sometimes I spot or bleed during my pregnancy and have blood clots during my periods. I also have intermenstrual bleeding. What could be the problem? ",15
4943,"Doctor, I am experiencing problems during my pregnancy. I have burning abdominal pain and pain during pregnancy. I've also had some intermenstrual bleeding. What could be wrong with me?",7
4944,"Hi doctor, I've been experiencing vaginal itching and discharge lately. Also, I had a recent pregnancy. Can you tell me what's wrong with me?",12
4945,"Doctor, I have been experiencing some symptoms recently. I had a recent pregnancy and since then I have been having vaginal pain, painful urination and pelvic pain. What could be the issue? ",11
4946,"Doctor, I have been experiencing symptoms like vaginal itching, painful urination, groin pain, vaginal discharge, and also I have some skin lesions. What could be the reason for these symptoms?",12
4947,"Doctor, I have been experiencing symptoms like vaginal discharge, skin pain, and I had a recent pregnancy. What could be the problem?",11
4948,"Doctor, I have some lesions on my genitals and I'm experiencing pain in my vagina. What could be the cause of this? ",8
4949,"Doctor, I have been experiencing delusions and hallucinations recently. What could be the reason behind it?",5
4950,"Doctor, I am having temper problems, fears and phobias, delusions or hallucinations, nightmares, and excessive anger. Can you tell me what's wrong with me?",14
4951,"Doctor, I have been feeling really anxious lately. I can't sleep properly and have developed fears and phobias. I feel really low and my self-esteem has hit an all-time low. ",9
4952,"Doctor, I am feeling very restless and I am having delusions and hallucinations. I also feel like my self-esteem has decreased and I have trouble controlling my temper. Additionally, I have not been able to sleep properly for a few days now.",17
4953,"Doctor, I've been having some temper problems lately. I find myself getting angry over small things and I don't know why.",4
4954,"Doctor, I have been experiencing excessive sweating lately. What could be the cause?",3
4955,"Doctor, I've been experiencing a lot of regurgitation, heartburn, lower body pain, vomiting, and back pain lately. What could it be?",14
4956,"Doctor, I have been having sharp abdominal pain, sharp chest pain and upper abdominal pain. What could be the cause?",7
4957,"Doctor, I have been experiencing heartburn lately. What could be the problem?",4
4958,"Doctor, I have been experiencing sharp abdominal pain, heartburn, back pain, nausea, and lower body pain. What could be the reason for this?",12
4959,"Doctor, I've been experiencing dizziness, weakness, and leg weakness. What could be causing this?",12
4960,"Hi Doctor, I have been experiencing loss of sensation and focal weakness in my arms and legs, as well as dizziness. Also, I have noticed that my legs feel stiff and tight. What could be causing all of these symptoms?",11
4961,"Hi doctor, I've been experiencing some weird symptoms lately. I keep forgetting things and I've been feeling some tingling and numbness in my arms and legs. Also, I get dizzy when I'm standing up.",6
4962,"Doctor, I have been feeling very tired lately and have been experiencing tingling and numbness in my arms and legs. I also have been having a lot of headaches and feeling weak. ",11
4963,"Hi doctor, I've been feeling really tired all the time and I've been having trouble with my memory lately.",3
4964,"Doctor, I'm having trouble swallowing and also my elbow feels weak. What could be the issue?",11
4965,"Doctor, I have been experiencing elbow weakness and low back pain. Do you know what might be causing it?",10
4966,"Doctor, I am experiencing nail-biting, sore throat, and low back pain. What could be the reason?",15
4967,"Doctor, I have been experiencing low back weakness and sore throat. What could be the problem?",11
4968,"Doctor, I have been experiencing elbow weakness, feeling hot and cold, low back weakness, difficulty in swallowing, and a sore throat. What could be the reason?",16
4969,"Doctor, I've been having difficulty speaking and my bones are painful. I also have leg pain and feel an ache all over my body. Do you know what might be causing this?",18
4970,"Doctor, I have been experiencing some hip pain, side pain, and difficulty speaking lately, and also some delusions and hallucinations. Could you please tell me what could be causing these symptoms?",13
4971,"Doctor, I am experiencing leg pain, ache all over, delusions or hallucinations, side pain, and back pain. Can you please tell me what's the problem?",13
4972,"Doctor, I've been experiencing groin pain, my bones are painful and I'm also having hip pain. Do you have any idea what could be wrong?",13
4973,"Doctor, I feel a lot of pain in my groin and my bones feel painful too. Also, I've been having difficulty speaking and sometimes I have delusions or hallucinations.",15
4974,"Doctor, I have been experiencing vomiting, cough, sore throat and chest tightness for a few weeks now. What could be the problem?",14
4975,"Doctor, I'm having trouble breathing and my nose feels stuffy. What could be causing this?",5
4976,"Doctor, I have been experiencing wheezing and coughing for a while now. Can you please tell me what's going on?",4
4977,"Doctor, I've been experiencing vomiting, dizziness, and fever. What could be wrong with me? ",9
4978,"Doctor, I have been coughing up sputum and feel shortness of breath. I also have been wheezing and have a slight fever. What could be the reason for these symptoms?",6
4979,"Doctor, I have been having some trouble lately while smoking and also my legs seem to swell up at times. What could be the reason behind it?",3
4980,"Doctor, I have been experiencing some smoking problems and sharp chest pain lately. Do you have any idea what can be causing this?",15
4981,"Doctor, I have been experiencing sharp chest pain. What do you think could be the issue? ",7
4982,"Doctor, I have been experiencing weight gain, sharp chest pain, and having problems with smoking. What could be the possible cause of these symptoms?",12
4983,"Doctor, I've been experiencing severe swelling in my legs and have recently been having difficulty breathing while smoking. Can you tell me what's going on? ",13
4984,"Doctor, I've been experiencing vomiting, nausea, and blood in my stool. What could be wrong with me?",10
4985,"Doctor, I've been having stools with black color for a while now, and I'm concerned.",7
4986,"Doctor, I have been noticing blood in my stool and rectal bleeding for the past few days. Can you tell me what's happening? ",3
4987,"Doctor, I have been experiencing some sharp abdominal pain and rectal bleeding. Also, my stool has been blackish in color. What could be wrong with me?",5
4988,"Doctor, I have been experiencing lower abdominal pain, melena, swollen lymph nodes, and burning abdominal pain. What could be the problem?",12
4989,"Doctor, my infant son has been extremely irritable lately and seems to be in pain.",8
4990,"Doctor, I'm experiencing swelling in my scrotum, redness in my penis, my infant seems irritable and there are small bumps on my penis. What could be wrong with me?",8
4991,"Doctor, I've been experiencing groin pain along with redness of the penis and swelling of scrotum. Additionally, the skin around the area looks abnormal. What could be the issue?",20
4992,"Doctor, I have noticed that my scrotum is very swollen and I can feel a large mass in it. What could be the reason for this?",3
4993,"Doctor, I've been experiencing pain in my groin area. What could be the problem?",4
4994,"Doctor, I have a hand lump, eyelid rash, frequent urination, and swelling around my anus. What could be the problem?",17
4995,"Doctor, I've been coughing up a lot of sputum lately, what do you think might be causing it?",4
4996,"Doctor, I have been experiencing frequent urination, vaginal itching, joint pain, and I have noticed some warts.",15
4997,"I've been having a lot of trouble with involuntary urination and frequent trips to the bathroom, what could be causing this?",4
4998,"Doctor, I am experiencing vaginal discharge, involuntary urination, coughing up sputum, and vaginal itching. What could be the problem?",12
4999,"Hi doctor, I've been experiencing arm pain, burning chest pain, and hot flashes. What could be wrong with me?",6
5000,"Doctor, I've been experiencing some hot flashes, along with arm pain, lower body pain, and sharp chest pain. What could be causing this?",9
5001,"Doctor, I've been experiencing excessive sweating lately.",3
5002,"Doctor, I have been experiencing hot flashes, palpitations, dizziness, arm pain, and sharp chest pain. What could it be?",11
5003,"Doctor, I have been experiencing increased heart rate, irregular heartbeat, and palpitations. What could be the possible reason for these symptoms?",7
5004,"Doctor, I have been experiencing shoulder pain, arm pain, drainage in my throat, and arm weakness. What could be wrong with me?",15
5005,"Doctor, I have been experiencing back pain, neck cramps or spasms, shoulder pain, and foot or toe weakness. Can you tell me what might be causing these symptoms?",15
5006,"Doctor, I have been experiencing neck pain, headache, throat irritation, and arm weakness. What could be wrong with me? ",12
5007,"Doctor, I've been experiencing arm weakness and shoulder pain lately. What could be causing this?",3
5008,"Doctor, I've been having this frontal headache for a few days now and my nose keeps bleeding frequently. What could be wrong? ",4
5009,"Doctor, I have been experiencing an allergic reaction for a few days now. I also have a hoarse voice and difficulty breathing. Recently, I have started experiencing facial pain as well. What could be the problem?",12
5010,"Doctor, I've been having very painful sinuses for quite some time now, and my voice has become hoarse too, what could be the problem?",12
5011,"Doctor, I have been experiencing facial pain, allergic reaction, hoarse voice and frontal headache for the past few days. What do you think is wrong with me?",12
5012,"Doctor, I have been experiencing a hoarse voice, painful sinuses, redness in ear, and cough. What could be the reason behind this?",9
5013,"Doctor, I have been experiencing an itchy scalp for a while now. What could be the problem?",3
5014,"Doctor, I have been experiencing itching of the skin around my genitals, and it's very uncomfortable. Along with that, I'm also experiencing a lot of pain during intercourse. I also have some skin growth around my vaginal area which is quite worrisome. Additionally, I have acne or pimples in the same area.",11
5015,"Doctor, I have been experiencing vaginal itching for some time now, and I also have a red skin lesion and itchy scalp. What could be the cause?",16
5016,"Doctor, I have been experiencing skin dryness, peeling, scaliness, and roughness. What could be the reason for it?",7
5017,"Doctor, I have been experiencing vaginal itching and noticed some skin growth in my groin area. In addition to that, my skin has been quite dry and peeling. I've also been having difficulty speaking and some acne-like pimples on my skin.",20
5018,"Doctor, I have been experiencing pain in my eye, and it's swollen. I've also noticed pus in my sputum. What is wrong with me?",11
5019,"Doctor, I have been experiencing some strange symptoms lately. I have noticed pus in my sputum and my back feels weak.",4
5020,"Doctor, I have been experiencing a foreign body sensation in my eye. What could be causing this?",5
5021,"Doctor, I have been experiencing itchiness in my eye along with elbow cramps or spasms. I also feel a foreign body sensation in my eye, coupled with redness. What could be the problem?",13
5022,"Doctor, I have been experiencing back weakness and diminished vision lately, and my eyes are red and itchy. I also noticed some pus in my sputum. Can you tell me what could be causing these symptoms?",10
5023,"Doctor, I have been experiencing some strange symptoms lately, including excessive growth, being cross-eyed, and having either bowlegs or knock-knees. Do you have any idea what could be causing this?",9
5024,"Doctor, I have a swelling in my scrotum and my legs are bowlegged. I am also growing excessively and my skin is very itchy. What could be wrong with me?",14
5025,"Doctor, I have been experiencing wrist weakness and skin rash for a while. What could be the problem?",15
5026,"Doctor, I'm experiencing some strange symptoms such as feeling hot and cold, excessive growth and a skin rash. What could be wrong with me?",17
5027,"Doctor, I have been experiencing swelling in my scrotum and my legs have become bowlegged. I have also noticed some emotional symptoms and weakness in my elbows. What could be causing all of this?",17
5028,"Doctor, I have a mass or swelling around my anus, rectal bleeding, and drainage in my throat. What could be wrong with me?",16
5029,"Doctor, I have been experiencing rectal bleeding, pain of the anus, and a mass or swelling around the anus. What could be wrong with me?",17
5030,"Doctor, I've been having a mass or swelling around my anus and it's causing a lot of pain. I've also been experiencing rectal bleeding. ",17
5031,"Doctor, I have been experiencing drainage in my throat lately. What might be causing it?",3
5032,"Doctor, I have noticed a mass or swelling around my anus, and there is blood in my stool. Also, I am experiencing pain around the anus. What could be the matter?",19
5033,"Doctor, I have been experiencing acne and pimples on my face lately, what could be the cause?",4
5034,"Doctor, I have been experiencing skin dryness, peeling, scaliness or roughness, along with acne and pimples. I also have some skin growth and moles. What could be wrong with me?",10
5035,"Doctor, I have noticed multiple skin moles popping up on my body. And they look different from the ones I already had. Also, I'm constantly battling with acne or pimples, and now I have this strange skin lesion that's not going away, and a skin rash as well. What is wrong with me?",15
5036,"Doctor, I have been noticing that my skin has been really dry and peeling lately, it also has a rough texture and appears abnormal. Do you know what could be causing this?",8
5037,"Doctor, I've been having too little hair on my head and some parts of my body. Also, my skin has been swelling and I've been experiencing frequent acne or pimples. Do you have any idea what's going on?",5
5038,"Hello Doctor, I have been experiencing elbow cramps or spasms quite often now, what could it be?",11
5039,"Doctor, I've been having some weird symptoms lately. My elbow keeps cramping up and my lips have been swelling for no reason. Also, I feel like I'm growing excessively.",9
5040,"Doctor, I've been experiencing some unusual symptoms lately; my eyelid feels itchy, I have this tingling sensation in my hands and feet, and I seem to have a bit of memory loss.",11
5041,"Doctor, I have been experiencing some strange symptoms lately. I have been biting my nails a lot and my lips have been swelling. Also, I've been having these odd sensations in my limbs, like a pins and needles feeling. And sometimes my elbows cramp up or spasm. Oh, and my memory has been really fuzzy too.",16
5042,"Doctor, I have been experiencing elbow cramps or spasms and nailbiting. What could be the problem?",13
5043,"Doctor, I have been experiencing excessive growth, ear pain, vulvar sore, nosebleed, and pelvic pressure. Do you have any idea what could be the cause?",19
5044,"Doctor, I have a really sore throat, and sometimes it feels like I have trouble swallowing. What could be causing this?",4
5045,"Doctor, I am experiencing a sore throat, neck cramps or spasms, and a vulvar sore. What could be the issue?",12
5046,"Doctor, I have been having some symptoms lately. I had a nosebleed, and I have a lump on my knee. Additionally, I noticed a sore on my vulva and I have been experiencing chills. What could be causing all of this?",16
5047,"Doctor, I have a lump in my breast and some bleeding from my nipple. I also feel emotional and have this burning pain in my stomach. What's wrong with me?",12
5048,"Doctor, I've been experiencing pain or soreness in my breasts and pelvic pain. Can you tell me what might be causing this?",3
5049,"Hi doctor, I'm experiencing bleeding from my nipple. Do you know what could be causing it?",2
5050,"Doctor, I have been experiencing some emotional symptoms recently, and also I have been having sharp chest pain, back pain, and a cough. What could be the problem?",12
5051,"Doctor, I have a cough and pelvic pain. I also experience burning abdominal pain and sharp chest pain. Along with this, I have been feeling anxious and nervous lately. What could be causing these symptoms?",17
5052,"Doctor, I'm experiencing elbow weakness, muscle swelling, cough, nailbiting, and I'm also underweight. What could be the problem?",12
5053,"Doctor, I have been experiencing muscle swelling lately. What could be causing it?",11
5054,"Doctor, I have been underweight for quite some time now. What could be the reason?",11
5055,"Doctor, I have been experiencing elbow cramps and spasms, along with weakness in my wrists and elbows, and my muscles seem to be swollen. Can you tell me what disease I might have?",15
5056,"Doctor, I have been experiencing elbow weakness, low back weakness, feeling hot and cold, wrist weakness, and cough. What could be wrong with me?",7
5057,"Doctor, I have been experiencing some symptoms lately. My bones are painful, and I have been having neck pain and shoulder weakness. What could be wrong with me?",13
5058,"Hi doctor, I've been experiencing stiffness and tightness in my hand and shoulder, and also arm pain. ",5
5059,"Doctor, I have been experiencing a sharp pain in my elbow. Do you have any idea what it could be?",3
5060,"Doctor, I have been experiencing a lot of pain in my arm and muscles. I don't know what is causing it. ",10
5061,"Doctor, I've been experiencing neck pain and arm pain for the last few days. ",7
5062,"Doctor, I have been experiencing emotional symptoms like depression and anxiety, and my eyes have been red and dry, what could be wrong with me? ",17
5063,"Doctor, I have been experiencing some strange symptoms lately. Firstly, my scalp looks irregular and I feel cross-eyed sometimes. In addition to that, my elbow feels weak and I am having some emotional symptoms. What could be the reason behind all of this?",16
5064,"Doctor, I have been experiencing an irregular appearing scalp, feeling hot and cold, blindness, excessive growth and itchy scalp lately. What could be causing this?",17
5065,"Doctor, I have been experiencing eye redness and blindness in my left eye. What could be causing this?",3
5066,"Doctor, I have this lump on my arm and my breast has been really sore lately. I've also noticed that my breast size and shape look different. Additionally, my back has been swelling up and I've been experiencing vaginal dryness. What's going on with me?",18
5067,"Doctor, I have noticed problems with the shape and size of my breast and there is also some swelling in my back. Can you tell me what is wrong with me?",5
5068,"Doctor, I found a lump in my breast and I have been experiencing bleeding from my nipple lately. I have also been having hot flashes and my breast is sore. What could be the problem?",11
5069,"Doctor, I have been experiencing bleeding from my nipple, pain during intercourse, back swelling, breast soreness, and throat irritation. What could be the problem?",15
5070,"Doctor, I have been experiencing pain and soreness in my breast, and I have also noticed some changes in its shape and size. What could be the problem? ",12
5071,"Doctor, I have a painful wound on my hand.",11
5072,"Hi doctor, I have a wound on my hand and it's very painful. I'm also having difficulty moving my fingers.",12
5073,"Doctor, I have an open wound on my hand and my finger is starting to swell. What could it be?",12
5074,"Hi Doctor, my hand hurts a lot and the skin on my arm and hand looks infected.",13
5075,"Doctor, I have a wound in my hand and it has become very stiff and painful. What could be the reason?",11
5076,"Doctor, I have been experiencing intermenstrual bleeding and pain during my recent pregnancy. What could be the problem?",3
5077,"Hi doctor, I have been experiencing blood clots during my menstrual periods and I have had some problems during my recent pregnancy. What could be wrong with me?",3
5078,"Doctor, I am experiencing pain during my pregnancy, and the pain is getting sharp day by day. What could be the reason behind this?",7
5079,"Doctor, I have been experiencing some symptoms lately. I have been having blood in my stool, pain during my pregnancy and I have also been struggling with infertility. What could be the problem?",16
5080,"Doctor, I have been having a lot of pain during my pregnancy, and my menstrual flow has been heavier than usual. What could be the problem?",13
5081,"Doctor, I have been feeling very thirsty lately and weak, and I also experienced a sharp chest pain. Additionally, I seem to be retaining fluids. What might be causing this?",13
5082,"Doctor, I have been experiencing vomiting, thirst, and nausea lately. What could be the reason?",11
5083,"Doctor, I have been experiencing sharp abdominal pain, frequent urination, sharp chest pain, and sometimes feel depressed. Could you tell me what's wrong with me?",13
5084,"Doctor, I am experiencing a lot of diarrhea, what could be the cause of this?",14
5086,"Doctor, I have a knee lump or mass and also experiencing sharp chest pain, neck cramps or spasms, and shoulder swelling. What could be the problem? ",12
5087,"Doctor, I have been experiencing nail-biting and some vaginal pain for the past few days. What could be the problem?",7
5088,"Doctor, I've been experiencing some strange symptoms lately including shoulder swelling, wrist weakness, a vulvar sore, a knee lump, and sharp chest pain. What could be the problem?",16
5089,"Doctor, I have been feeling very nauseous lately and I have noticed an excessive growth on my body. I also have a lump on my knee and a sore in my vulvar area.",14
5090,"Doctor, I've been feeling really nauseous lately and I've noticed an excessive growth in my genital area. I also have this lump on my knee that is really painful and there is vaginal pain too.",15
5091,"Doctor, I am having ankle pain, facial pain, pain during pregnancy, excessive urination at night, and pain in my eye. What could be wrong with me?",7
5092,"Doctor, I'm experiencing pain during my pregnancy, as well as wrist pain, excessive anger, and joint stiffness or tightness. What could be the problem?",7
5093,"Doctor, I have been feeling really tired lately and my wrist hurts a lot. Also, I have been feeling excessively angry and my joints have been feeling stiff and tight.",7
5094,"Doctor, I have been feeling a lot of pain and soreness in my breast, could you tell me what could be the reason behind this?",7
5095,"Doctor, I have been experiencing joint stiffness or tightness, excessive urination at night, pain during pregnancy, ankle pain, and wrist pain. What could be wrong with me?",7
5096,"Doctor, I have been feeling really down lately. I have low self-esteem and I feel depressed quite often. ",3
5097,"Doctor, I have been feeling very depressed lately and I have been having some fears and phobias.",4
5098,"Doctor, I've been experiencing excessive anger lately.",9
5099,"Doctor, I've been feeling very down lately, and I think I have some kind of mental disorder. I've been exhibiting quite a lot of hysterical behavior and feeling really anxious and depressed all the time. Also, I feel like I haven't grown spiritually or emotionally for a while.",13
5100,"Doctor, I have been experiencing fears and phobias, along with obsessive thoughts and compulsive behavior. What could be the cause of this?",6
5101,"Doctor, I have been feeling a lot of pain in my leg lately and my ankle is also very swollen. Even my foot and toes feel weak and swollen. ",17
5102,"Doctor, I have been experiencing weakness in my foot, as well as swelling in my foot and ankle. What could be causing these symptoms?",3
5103,"Doc, my ankle is really swollen and it's also causing pain in my joint. Even my toes and foot feel swollen. I also noticed a lump on my foot.",17
5104,"Doctor, I have been experiencing some foot and ankle swelling and stiffness. ",14
5105,"Doctor, I have been experiencing wrist swelling, ankle stiffness, joint pain and there's a lump in my foot. What may be the problem?",17
5106,"Doctor, I have been having severe back pain lately. I can barely sit for long periods without feeling discomfort. What could be the cause of this pain?",9
5107,"Doctor, I have been feeling quite sick. I have been having a fever, fainting, and headaches. Do you know what could be causing it?",14
5108,"Doctor, I've been experiencing a severe headache and weakness lately, and even had a seizure a few days back.",6
5109,"Doctor, I have been feeling really sick lately. I have nausea and a fever that won't go away. What could be the problem?",5
5110,"Doctor, I've been experiencing vomiting, weakness, shortness of breath, and today I woke up with back pain.",11
5111,"Doctor, I've been experiencing heartburn, coughing up sputum, a lump in my throat, and sharp chest pain. What could be causing these symptoms? ",18
