Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
4714,"Doctor, I've been experiencing certain symptoms lately. My eye keeps watering, and it looks swollen. I also noticed an eyelid lesion or rash, and sometimes I see spots or clouds in my vision.",137,2,137,2
4715,"Doctor, I have been experiencing itchiness in my eye, my eyelid has a rash and my eye is swollen. I also have a foreign body sensation in my eye with white discharge, what could the problem be?",191,3,191,3
4716,"Doctor, I have this eyelid lesion with rash and my eye is swollen and itchy. What could be wrong?",46,2,46,2
4717,"Doctor, I have noticed a lump in my breast and have been experiencing skin pain along with some acne. What could be the reason for this? ",130,2,130,2
4718,"Doctor, I have noticed a strange mass on my ear and a skin lesion. What could be causing this?",172,3,172,3
4719,"Doctor, I have a mass on my ear, it feels like a small bump.",120,3,120,3
4720,"Doctor, I am worried about this mass on my ear and the skin growth. What could it be?",46,2,46,2
4721,"Doctor, I have been experiencing skin pain, acne, itching and there's a new skin growth. I also found a lump on my breast.",16,1,16,1
4722,"Doctor, I've been having cramps and spasms, headache, and sharp abdominal pain after consuming dairy products. What could be the problem?",36,1,34,1
4723,"Doctor, I've been experiencing some nasal congestion, headaches, muscle pain, and burning abdominal pain. Also, I've been having some cramps and spasms. Do you know what could be causing this?",39,1,38,1
4724,"Doctor, I have been experiencing some weight gain, diarrhea, and headaches lately. What do you think might be wrong with me?",185,5,185,5
4725,"Doctor, I have been experiencing burning abdominal pain, muscle pain, headache, flatulence, and weight gain. Do you know what might be causing these symptoms?",55,1,55,1
4726,"Doctor, I have been experiencing sharp abdominal pain, burning abdominal pain, cramps and spasms, headache and also weight gain. What might be the problem? ",185,5,185,5
4727,"Hi, doctor. I have been experiencing some discomfort with my ear. It's been red and I have trouble hearing properly. I also hear some abnormal breathing sounds, and my nose feels congested.",148,2,148,2
4728,"Hi Doctor, I have some symptoms that I'm concerned about. ",131,3,131,3
4729,"Doctor, I've been having trouble hearing properly. I feel like my hearing has diminished.",186,3,186,3
4730,"Doctor, I have been having some issues with my ear lately. There's always this constant ringing in my ear and I feel like there's fluid in my ear.",153,3,153,3
4731,"Doctor, I have been experiencing a plugged feeling in my ear for a few days. What could be the cause of this?",105,3,105,3
4732,"Doctor, I have a decreased appetite, vomiting and a burning abdominal pain. What do you think could be causing these symptoms?",186,5,186,5
4733,"Doctor, I've been feeling really nauseous lately and I have pain on the right side of my abdomen.",180,5,180,5
4734,"Doctor, I have been feeling very sick for the past few days. I have been experiencing a lot of nausea and my appetite has been decreasing. I also have a sharp pain in my lower abdomen, and it's been really bothering me.",186,5,186,5
4735,"Doctor, I've been having lower abdominal pain. It's been bothering me for a couple of days now. I'm not sure what's causing it.",71,5,71,5
4736,"Doctor, I have been experiencing lower abdominal pain, nausea, decreased appetite, and a burning abdominal pain. What could be wrong with me?",186,5,186,5
4737,"Doctor, I have been experiencing muscle cramps, contractures, and spasms along with involuntary urination. What could be the reason for it?",97,2,97,2
4738,"Doctor, I have been experiencing excessive sweating lately. ",115,5,115,5
4739,"Doctor, I'm experiencing abnormal involuntary movements, foot or toe swelling, hemoptysis, and dizziness. What could be wrong with me?",121,2,121,2
4740,"Doctor, I have been experiencing dizziness, abnormal involuntary movements, and involuntary urination. What could be the problem?",62,2,62,2
4741,"Doctor, I am experiencing several symptoms including hemoptysis, muscle cramps, involuntary urination, dizziness, and weight gain. What could be the cause of this?",24,1,21,1
4742,"Doctor, I am feeling really anxious and nervous lately. I also have excessive anger, muscle swelling, back weakness, and am feeling depressed. What could be causing these symptoms?",23,1,23,1
4743,"I have been feeling very low lately. I think I might have depression. And my self-esteem is at an all-time low. Also, I noticed pus in my urine, and I have been having cramps or spasms in my elbow.",151,2,151,2
4744,"Doctor, I've been feeling really down lately. My self-esteem is at an all time low, and my muscles seem to be swollen for no reason. I've also been having some strange thoughts and experiences that don't feel like they're really happening.",94,2,94,2
4745,"Doctor, I have been facing a problem with my memory. Sometimes, I forget things that I should remember easily. What do you think might be the issue?",84,2,84,2
4746,"Doctor, I am experiencing pus in my urine, back weakness, muscle swelling and low back weakness. What could be wrong with me?",65,2,65,2
4747,"Doctor, I have a swollen jaw, redness around my nose, eyelid swelling and even my wrist is swollen. ",18,1,15,1
4748,"Doctor, I have an open wound on my face and I feel really hot. Also, my wrist and jaw are swollen. What could be the reason?",159,2,159,2
4749,"Hello doctor, I have a big problem with my face. I have an open wound, and my wrist and neck are swollen. Additionally, I am experiencing some symptoms related to my kidneys.",178,2,178,2
4750,"Doctor, I have a lot of symptoms lately. My neck is swollen, my legs feel stiff and tight, and I have facial pain. I am also experiencing symptoms in my kidneys. What could this be?",28,1,24,1
4751,"Doctor, I have been experiencing low back pain and occasional back pain for the past few weeks, but now I'm also experiencing wrist weakness and hand or finger pain, as well as elbow weakness. What could be the cause of this?",90,2,90,2
4752,"Doctor, I have been experiencing loss of sensation in my limbs along with neck and low back pain. What could be the issue? ",162,3,162,3
4753,"Doctor, I've been having a lot of pain lately. My neck hurts, my lower back hurts, and sometimes even my arms are in pain. What could it be?",123,3,123,3
4754,"Doctor, I have excessive growth, leg pain, feeling hot and cold, back pain and loss of sensation. What might be the issue?",21,1,21,1
4755,"Doctor, I have been experiencing excessive growth and weakness in my elbow. What could be causing this?",39,2,39,2
4756,"Doctor, I'm experiencing a lot of difficulty urinating, and I have the urge to pee frequently but very little comes out. What could be causing this?",57,2,57,2
4757,"Doctor, I have been experiencing pain in my penis lately.",68,3,68,3
4758,"Doctor, I have been experiencing some redness in my penis, pain and difficulty passing urine. I also feel thirsty all the time.",170,2,165,2
4759,"Doctor, I've been experiencing a lot of upper abdominal pain lately. What could be the reason for that?",71,5,71,5
4760,"Doctor, I've been having terrible nausea, vomiting blood, sharp abdominal pain, headache, and upper abdominal pain. What could be causing all of this?",125,2,125,2
4761,"Doctor, I have been experiencing sharp abdominal pain, pain during my pregnancy, headache, burning abdominal pain, and vomiting. What could be wrong with me? ",85,5,85,5
4762,"Doctor, I've been feeling really dizzy and weak lately, and I have this upper abdominal pain that won't go away. What could be wrong with me?",155,3,155,3
4763,"Doctor, I have been experiencing a lot of nausea and vomiting during my pregnancy, and I also have pain and headaches. ",42,1,41,1
4764,"Doctor, I have been having some problems during my pregnancy and also experiencing uterine contractions. What could be the cause of this?",180,3,180,3
4765,"Doctor, I have been experiencing a lot of pelvic pressure and I recently noticed some spotting. What could be causing this? ",145,3,145,3
4766,"Doctor, I am experiencing cramps and spasms, along with problems and pain during my pregnancy. What could be the problem? ",23,1,20,1
4767,"Doctor, I'm experiencing some problems during my pregnancy and have been having frequent uterine contractions. What could be the problem?",67,3,67,3
4768,"Doctor, I'm experiencing pain during my pregnancy, as well as spotting and pelvic pressure. What could be causing this?",86,2,86,2
4769,"Doctor, I've been feeling very tired lately, and I've been experiencing congestion in my chest. I've also been having pain in my testicles and a runny nose. What could be wrong with me?",26,1,23,1
4770,"Doctor, I have been experiencing constant regurgitation lately. What could be the cause for this?",146,3,146,3
4771,"Doctor, I have been having some unusual symptoms lately. My elbows feel weak and so do my lower back, and my knees are swollen. What could be the problem?",32,2,32,2
4772,"Doctor, I have been feeling very tired and fatigued lately. Also, my muscles have started swelling up. What could be the problem?",196,3,196,3
4773,"Doctor, I've been experiencing low back weakness, arm pain, elbow weakness, and diminished vision. What could be the reason for it?",105,2,105,2
4774,"Doctor, I am experiencing problems during my pregnancy. I have been having uterine contractions recently and have been feeling a lot of pain. Also, I noticed some spotting and bleeding during pregnancy. What could this be?",45,1,45,1
4775,"Doctor, I have been experiencing vaginal discharge, involuntary urination, spotting or bleeding during pregnancy and uterine contractions, what could be the problem?",105,2,105,2
4776,"Doctor, I have been experiencing some delusions and involuntary urination along with problems during pregnancy and uterine contractions. What could be the reason?",115,2,115,2
4777,"Doctor, I have been having cramps and spasms, and I am also experiencing some problems during my pregnancy. What could be wrong?",60,2,60,2
4778,"Doctor, I have been experiencing vaginal discharge and uterine contractions recently. I am also having some problems during my pregnancy.",111,2,111,2
4779,"Hi doctor, I've been experiencing dizziness, back pain, low back weakness, depressive or psychotic symptoms, and wrist weakness. What could be wrong with me?",153,2,153,2
4780,"Doctor, I have been experiencing elbow weakness along with emotional symptoms, feeling hot and cold, and back and side pain. What could be the reason behind it?",181,2,181,2
4781,"Doctor, I've been experiences some emotional symptoms, diminished hearing, low back weakness, back pain, and feeling hot and cold. What could be the problem?",16,1,16,1
4782,"Doctor, I've been feeling dizzy lately, and it's been causing me a lot of trouble. I also have some depressive symptoms and I feel like my hearing has diminished. On top of that, my lower back feels very weak. What could these symptoms be?",120,2,120,2
4783,"Doctor, I have been experiencing excessive growth, wrist weakness, feeling hot and cold, and dizziness. What could be the problem?",197,2,197,2
4784,"Doctor, I've been having pain in my leg and hip, and also have been having problems with moving my leg.",173,5,173,5
4785,"Doctor, I have been experiencing knee swelling, elbow swelling, abnormal appearing skin and feeling ill. Can you please tell me what's wrong with me?",127,2,127,2
4786,"Doctor, I'm having some strange symptoms, my skin on arm and hand look infected, and I am also having hip pain.",64,2,64,2
4787,"Doctor, I've been feeling really ill, and I have this nagging pain in my hand and fingers.",153,3,153,3
4788,"Doctor, I've been experiencing leg pain and now I'm also experiencing hand or finger pain. The skin on my arm looks infected and I also have a fever. Do you know what could be causing all of this? ",15,1,12,1
4789,"Doctor, I have a skin rash on my foot along with swelling, pain, and skin irritation. What could be the reason for this?",120,2,120,2
4790,"Doctor, I have a skin lesion on my foot. What could be the problem?",74,3,74,3
4791,"Doctor, I have an irregular appearing scalp with severe itching and abnormal appearing skin. What could be the problem?",43,2,43,2
4792,"Doctor, I have this annoying itching of the skin on my feet. What could be the issue?",62,2,62,2
4793,"Doctor, I have noticed skin dryness, peeling, scaliness, and a rash on my foot. What could be the problem?",112,3,112,3
4794,"Hi Doctor, I have been facing some side pain and have also noticed some drainage in my throat. Can you tell me what might be the issue?",180,3,180,3
4795,"Doctor, I have been having a fever. I don't know what is causing it. ",45,2,45,2
4796,"Doctor, I have been experiencing rib pain, shortness of breath and back pain lately. What could be causing these symptoms? ",118,2,118,2
4797,"Doctor, I have been having some back pain and difficulty breathing lately. What is wrong with me?",133,3,133,3
4798,"Hi Doctor, I have been feeling very weak lately, and I have a sharp pain in my back.",146,3,146,3
4799,"Doctor, I have been experiencing some symptoms with my eye lately. There is diminished vision, itchiness, and redness in my eye. What could be the problem?",52,2,52,2
4800,"Doctor, I'm experiencing spots or clouds in my vision and also my eye seems to be red. What could be the issue?",56,5,56,5
4801,"Doctor, I have been experiencing some eye redness, pain in my eye and have noticed a mass on my eyelid. What could be causing this?",176,3,176,3
4802,"Doctor, I have a mass on my eyelid and I'm having a lot of pain in my eye. I've also been seeing spots and clouds in my vision. What could be causing this?",25,2,25,2
4803,"Doctor, I have a mass on my eyelid and my eye is very red and burns/stings, what could these symptoms mean?",88,2,88,2
4804,"Doctor, I have been experiencing vaginal itching for the past few days. What could be causing this?",52,3,52,3
4805,"Doctor, I am experiencing some vaginal discomfort with symptoms like vaginal discharge, pain during intercourse, pelvic pain, skin lesion, and vaginal itching. What could be the problem?",100,2,100,2
4806,"Doctor, I've been having some strange symptoms and I'm not sure what's going on. I have a skin growth in my genital area and it hurts when I pee. There is also a weird skin lesion.",24,1,22,1
4807,"Doctor, I have a skin growth in my vulvar area and it's causing me so much pain. I also experience painful urination, vaginal itching, and pain during intercourse. What could be happening to me?",116,2,116,2
4808,"Doctor, I have a lump in my breast and some skin growth. Also, I have been experiencing skin dryness, peeling, scaliness, or roughness, and pelvic pain. I also have a lesion on my skin. What is wrong with me?",23,1,23,1
4809,"Doctor, I have been having constant headaches, difficulty speaking, muscle cramps, and dizziness. I even vomited once. Can you tell me what's going on?",34,1,31,1
4810,"Doctor, I have been feeling dizzy and nauseous for a few days, and I also had an allergic reaction. Recently, I have been coughing and vomiting, what might be the problem?",120,2,120,2
4811,"Doctor, I have been experiencing hip pain for a few days now. Can you tell me what might be causing it?",173,5,173,5
4812,"Doctor, I have been experiencing some strange symptoms lately. I feel like I'm having allergic reactions, and I'm also having muscle cramps, contractures, or spasms. And I'm having frequent headaches as well. What could be the reason behind these?",20,1,17,1
4813,"Doctor, I have been experiencing difficulty speaking and nausea lately. What could be the possible cause of these symptoms?",172,3,172,3
4814,"Doctor, I have been experiencing swollen lymph nodes, ear pain, neck mass, neck swelling, and facial pain. What could be the reason for these symptoms?",97,2,97,2
4815,"Doctor, I've been having these symptoms of a sore throat, jaw swelling, and peripheral edema. What could be the cause?",153,2,153,2
4816,"Doctor, I have swollen lymph nodes and my neck is swelling up. What could be the reason behind it?",154,3,154,3
4817,"Doctor, I have been experiencing peripheral edema, neck pain, and nasal congestion. What could be the problem?",46,2,46,2
4818,"Doctor, I have been experiencing difficulty in swallowing, sore throat, ear pain, and facial pain.",162,3,162,3
4819,"Doctor, I have noticed my chest has been swollen and sore lately. Additionally, it seems like my breasts are changing in size and shape. What could be causing this?",20,1,17,1
4820,"Doctor, I've been having some neck, back, and bone pain recently, and I've noticed some soreness in my breasts. Do you have any idea what might be causing it?",132,2,132,2
4821,"Doctor, I have a lump in my breast and it's causing me pain. The shape and size of my breast also seem to be a bit odd. Additionally, I have been experiencing neck pain. Do you have any idea what could be wrong with me?",24,1,20,1
4822,"Doctor, I have an irregular belly button, weight gain and skin swelling. Can you tell me what's wrong?",185,5,185,5
4823,"Doctor, I have been experiencing sharp abdominal pain and also find it difficult to urinate. ",86,5,86,5
4824,"Doctor, I've been feeling nauseous and having sharp abdominal pain. I'm also experiencing retention of urine and side pain. I even threw up this morning. What could be causing these symptoms?",100,2,100,2
4825,I've been having some pretty bad symptoms lately. I feel nauseous and I have pain in my lower abdomen and back. ,71,5,71,5
4826,"Hi doctor, I have been feeling nauseous and have been having suprapubic and lower abdominal pain. What could be causing this?",141,5,141,5
4827,"Doctor, I have been experiencing side pain and retention of urine, also my lower abdomen hurts a lot.",166,3,166,3
4828,"Doctor, I have been experiencing cough, elbow cramps, excessive growth, low back weakness, and decreased appetite. What could this be?",98,2,98,2
4829,"Doctor, I have been experiencing elbow cramps or spasms and low back weakness. What could be the reason behind this?",32,2,32,2
4830,"Doctor, I have been experiencing elbow cramps or spasms, feeling hot and cold, elbow weakness, cough, and lacrimation. What could be the problem?",196,3,196,3
4831,"Doctor, I am feeling an ache all over my body. I also have excessive lacrimation, low back weakness and decreased appetite. What could be causing it?",104,2,104,2
4832,"Doctor, I have been having excessive growth, ache all over my body and my eyes are constantly red. What could be the issue?",188,3,188,3
4833,"Doctor, I have this bad cold with a stuffy nose and my skin is also really itchy these days. Do you know what it is?",200,2,200,2
4834,"Doctor, I have been having issues with my nose lately. It's been runny and stuffy for a while now. ",168,5,168,5
4835,"Doctor, I have been experiencing skin pain, fluid retention, pain in my eye, allergic reaction and some skin lesions. What is happening to me?",19,1,15,1
4836,"Doctor, I have been having an allergic reaction with mouth ulcers and fever. What could be the issue?",94,2,94,2
4837,"Doctor, I have been experiencing vomiting and difficulty in swallowing. Do you have any idea what could be causing this?",185,3,185,3
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?",46,2,46,2
4839,"Doctor, I've been experiencing lower body pain for a while now. What could be the reason for this?",193,4,193,4
4840,"Doctor, I've been experiencing leg weakness, knee swelling, problems with movement, and lower body pain. What could be the problem?",178,3,178,3
4842,"Doctor, I have been experiencing knee swelling, leg weakness, problems with movement, knee stiffness or tightness, and also my urine has an unusual color and odor. What could be causing these symptoms?",149,2,149,2
4843,"Hi doctor, I have been experiencing knee pain, foot pain, and I also noticed a skin growth on my big toe. What could be the problem?",102,2,102,2
4844,"Doctor, I have this skin growth on my foot and my leg feels swollen. I'm also experiencing stiffness all over and I've been having knee pain.",18,1,16,1
4845,"Doctor, I have a skin growth on my foot that is causing a lot of irritation, and it's making it difficult to move my foot properly. I also have a lump on my toe. What could be causing this?",15,1,15,1
4846,"Doctor, I have a problem with my foot. The skin on my foot looks infected, and my toe is swollen. Also, I have some unusual skin moles. And, I am unable to move my foot properly.",131,2,131,2
4847,"Doctor, I have been experiencing palpitations, shortness of breath, leg cramps or spasms, and sharp chest pain. What could be causing this?",161,3,161,3
4848,"Doctor, I have been experiencing sharp chest pain, increased heart rate, and fatigue. What could be wrong?",72,2,72,2
4849,"Doctor, I have been feeling weak lately, my chest feels tight and I have been experiencing sharp pains in my chest. Additionally, my heart rate has been faster than usual.",64,2,64,2
4850,"Doctor, I have been experiencing dizziness, leg cramps or spasms, weakness, and sharp chest pain. What could be wrong?",165,3,165,3
4851,"Doctor, I've been experiencing some leg cramps or spasms, chest tightness, and fatigue lately. What could be the reason?",149,2,149,2
4852,"Doctor, I've been having some back pain lately and also some delusions and hallucinations. Additionally, I've been experiencing elbow cramps, apnea, and an ache all over. What's wrong with me?",26,1,26,1
4853,"Doctor, I have been feeling very sleepy lately. What could be causing this?",18,1,16,1
4854,"Doctor, I have been experiencing ringing in my ear, elbow cramps, abnormal breathing sounds, abnormal appearing skin, and nailbiting. Can you tell me what is wrong with me?",170,2,170,2
4855,"Doctor, I have been experiencing frequent urination, ache all over, delusions or hallucinations, low back pain, and sleepiness. What could be wrong with me?",200,2,200,2
4856,"Doctor, I have been experiencing aches all over my body and feeling very tired all the time. Do you know what could be causing this?",118,5,118,5
4857,"Doctor, I'm experiencing a swollen eye and some abnormal involuntary movements. What could be the cause of this?",106,3,106,3
4858,"Doctor, I have been experiencing severe headaches for a while now. What could be causing them?",84,2,84,2
4859,"Doctor, I've been experiencing some strange symptoms lately. My eye is swollen, my tongue hurts, and I've had some strange sensations in my face.",181,3,181,3
4860,"Doctor, I have been experiencing abnormal involuntary movements and a severe pain in my eye. What do you think is wrong with me?",123,3,123,3
4861,"Doctor, I have been experiencing abnormal involuntary movements, facial pain, and tongue pain. What could be the cause of these symptoms?",192,2,192,2
4862,"Doctor, I have been experiencing an ache all over my body and I've been having joint pain as well. What could be the reason for this?",199,3,199,3
4863,"Doctor, I have been experiencing leg pain, joint pain, and paresthesia. What could be the problem?",40,2,40,2
4864,"Doctor, I've been experiencing elbow pain, joint pain, and an ache all over my body. Also, I'm feeling a sharp pain in my lower back. What could it be?",56,2,56,2
4865,"Doctor, I have been experiencing some pain in my ribs.",111,3,111,3
4866,"Doctor, I've been experiencing a lot of low back pain lately. Could you tell me what could be causing this?",77,3,77,3
4867,"Doctor, I have been feeling really dizzy lately. What could be causing this?",33,5,33,5
4868,"Doctor, I have been experiencing dizziness, leg weakness, abnormal involuntary movements, and leg pain. What could be the problem?",188,3,188,3
4869,"Doctor, I have been experiencing abnormal movements in my body and feeling weakness in my arms. What could be the reason for it?",44,2,44,2
4870,"Doctor, I have been experiencing some strange symptoms lately. I have been having paresthesia, back pain, foot pain and leg weakness. What do you think is wrong with me?",198,3,198,3
4871,"Doctor, I've been experiencing dizziness, paresthesia, arm weakness, back pain, and disturbance of memory. What could be wrong with me?",83,2,83,2
4872,"Doctor, I have a lump on my hand and also one on my breast. Additionally, there is a weird growth on my skin. What could this be?",72,2,72,2
4873,"Doctor, I have a lump in my breast and a strange skin growth, should I be worried?",111,3,111,3
4874,"Doctor, I have irregular appearing scalp, abnormal appearing skin, arm lump or mass, lump or mass of breast, and skin swelling. What could be wrong with me?",94,2,94,2
4875,"Doctor, I have a mass on my neck that seems to be getting bigger. Also, the skin over it looks abnormal and swollen with some moles. What might be going on?",63,2,63,2
4876,"Doctor, I have a lump on my finger and there's an abnormal-looking skin over it. Also, I have some skin moles on my hand. What could be causing this? ",46,2,46,2
4877,"Doctor, I've been having a hard time sleeping lately. I just can't seem to fall asleep no matter how tired I feel.",82,2,82,2
4878,"Doctor, I have been experiencing chest tightness, fainting, depressive or psychotic symptoms, dizziness, and sharp chest pain. What could be wrong with me?",23,1,23,1
4879,"Doctor, I have been experiencing fainting, difficulty speaking, sleepiness, and chest tightness. What is happening to me?",137,2,137,2
4880,"Doctor, I have been experiencing anxiety and nervousness, along with some lesions on my tongue and chest tightness. What could these symptoms indicate?",31,1,29,1
4881,"Doctor, I have been experiencing diminished vision, mouth ulcers, and diarrhea. Do you have any idea what could be causing these symptoms?",135,2,135,2
4882,"Doctor, I have been experiencing neck pain, diminished vision, vomiting, and anxiety and nervousness. What could be happening to me?",137,2,137,2
4883,"Doctor, I have been feeling anxious and nervous lately, and I also have neck pain and sharp abdominal pain, what could be wrong with me?",132,2,132,2
4884,"Doctor, I've been experiencing diarrhea, sharp abdominal pain, shortness of breath, and vomiting. What's wrong with me?",69,5,69,5
4885,"Doctor, I've been feeling very anxious and nervous lately. I've also been vomiting and coughing a lot. On top of that, my neck has been hurting and my vision has been blurry. What could be causing all these symptoms? ",150,2,150,2
4886,"Doctor, I've been having trouble with smoking lately, and I've been feeling really down. Do you have any idea what's going on?",34,2,34,2
4887,"Doctor, I have been having trouble with smoking lately. No matter how hard I try, I can't seem to quit. ",190,3,190,3
4888,"Doctor, I have been having frequent headaches and smoking problems. I also feel low most of the times. What could be the reason for this?",103,2,103,2
4889,"Doctor, I have been experiencing a lot of excessive anger lately and I'm having trouble quitting smoking. What could be the problem?",48,2,48,2
4890,"Doctor, I've been experiencing some strange symptoms lately. I have a persistent headache and I just can't seem to fall asleep at night.",67,2,67,2
4892,"Doctor, I've been experiencing frequent urination and sometimes I struggle to retain it. I've also had involuntary urination, and I noticed blood in my urine. What's wrong with me? ",21,2,21,2
4893,"Doctor, I have been experiencing impotence and involuntary urination lately. Also, I have symptoms of bladder issues, and I've been urinating excessively at night. What could be wrong with me?",155,2,155,2
4894,"Doctor, I have been experiencing pain during intercourse, flushing, symptoms of bladder, and even blood in my urine. Can you tell me what's wrong with me?",131,2,131,2
4895,"Doctor, I've been experiencing flushing and symptoms of prostate, along with pain during intercourse and excessive urination at night. I'm also having symptoms of bladder. What could be the problem?",24,1,21,1
4896,"Doctor, I have been experiencing a bad headache and noticed some muscle stiffness and tightness in my body, specifically in my arms. I'm not sure what's going on but it's been bothering me for a while now.",30,1,29,1
4897,"Doctor, I've been experiencing arm pain, dizziness, and loss of sensation in my body. What could be the cause of this? ",188,3,188,3
4898,"Doctor, I have been experiencing arm pain and headache along with diminished vision. I'm also having difficulty speaking and vomiting. Do you have any idea what might be causing these symptoms?",109,2,109,2
4899,"Doctor, I've been feeling really sick lately. I've been vomiting a lot, feeling dizzy, have neck pain, and constantly nauseous. What's wrong with me?",197,5,197,5
4900,"Doctor, I have been experiencing neck pain, diminished vision, loss of sensation, focal weakness, and a constant headache. What could be wrong with me? ",121,2,121,2
4901,"Doctor, my finger and hand are hurting a lot. They are also swollen and feel very stiff. What could be wrong?",78,3,78,3
4902,"Doctor, my finger is so swollen, and it's really painful. I think I might have broken it.",44,2,44,2
4903,"Doctor, I've been having a lot of joint pain in my finger lately.",74,2,74,2
4904,"Doctor, I have difficulty speaking and my wrist and finger hurt a lot. ",132,3,132,3
4905,"Doctor, I've been experiencing some low back weakness and muscle swelling, do you know what might be causing this?",196,3,196,3
4906,"Doctor, I've been experiencing difficulty speaking, and I haven't been growing at the rate I should be. I also have had some depressive and psychotic symptoms. What could be the cause of these symptoms?",56,2,56,2
4907,"I don't know what's wrong with me, doctor. Lately, I've been experiencing some really intense mood changes. I've been feeling pretty down and depressed, and sometimes I feel like I'm losing touch with reality. ",91,2,91,2
4908,"Doctor, I've been experiencing elbow cramps or spasms lately. What could be the reason behind it?",27,2,27,2
4909,"Doctor, I'm having a hard time speaking clearly and I've noticed pus in my sputum lately. What could be causing this?",43,2,43,2
4910,"Doctor, I've been experiencing some regurgitation, upper abdominal pain, skin growth, and leg weakness. Do you have any idea what might be causing these symptoms?",66,2,66,2
4911,"Doctor, I have noticed a strange growth on my skin, and I have been drinking a lot lately. ",171,3,171,3
4912,"Doctor, I have been feeling quite sick lately. I've been experiencing a lot of nausea, upper abdominal pain and an ache all over my body. What could be causing these symptoms?",118,5,118,5
4913,"Doctor, I have been having some severe back pain lately.",23,5,23,5
4914,"Doctor, I've been feeling really sick lately. I have been having nausea, aches all over my body and honestly, I've been abusing alcohol for awhile now. What could be going on?",200,3,200,3
4915,"Doctor, I have been experiencing swelling in my feet, my skin looks different in one area, and I have a lump in my breast. What could be the problem?",89,2,89,2
4916,"I noticed a lump in my breast and there is some skin swelling around it. I also feel an ache all over my body. What could be the problem, Doctor?",159,5,159,5
4917,"Doctor, I have been experiencing peripheral edema, what could be the reason?",126,3,126,3
4918,"Doctor, I have a swollen scrotum, groin pain, and an ache all over my body. What could be the problem?",84,2,84,2
4919,"Doctor, I have been experiencing an ache all over my body.",50,2,50,2
4920,"Doctor, I have been experiencing some strange symptoms lately. I have noticed swelling in my shoulder, and I have also had a loss of sex drive. What could be the problem?",141,3,141,3
4921,"Doctor, I have a lump on my knee, weakness in my wrist, and a sore in my vulvar area, what could be wrong with me?",56,2,56,2
4922,"Doctor, I have been experiencing loss of sex drive and excessive growth recently. What could be the issue?",99,2,99,2
4923,"Hi doctor, I have been experiencing joint stiffness or tightness, involuntary urination and also have a knee lump or mass. What could be the problem? ",184,3,184,3
4924,"Doctor, I have been experiencing some strange symptoms lately. My eyelids are very itchy and I keep biting my nails uncontrollably. Additionally, my wrists have been weak and my shoulders are swollen. Also, I have experienced involuntary urination. What could this be a sign of?",182,2,182,2
4925,"Hi doctor, I have this open wound on my head and I've been experiencing a headache. Can you tell me what it is?",174,5,174,5
4927,"Doctor, I have a headache and there's an open wound on my head. What could be the problem?",174,5,174,5
4928,"Doctor, I have an open wound on my head and I've been abusing alcohol. Can you tell me what's wrong with me? ",46,2,46,2
4929,"Doctor, I have an open wound on my head and I've been abusing alcohol lately. What could be wrong with me?",46,2,46,2
4930,"Doctor, my skin has been itching a lot lately.",188,3,188,3
4931,"Doctor, I have noticed some warts on my skin and it has an abnormal appearance. Also, my skin is dry and peeling with some rash. What could be the reason for this?",195,3,195,3
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?",177,3,177,3
4933,"Doctor, I have been experiencing skin irritation and I have noticed some abnormal skin moles on my body. What could be the problem?",139,3,139,3
4934,"Doctor, I've been experiencing some skin irritation, redness around my penis, my wrist is hurting and also bleeding from my ear. What could be the possible disease that I'm going through?",115,2,115,2
4935,"Doctor, I'm experiencing some skin irritation and wrist pain. ",197,3,197,3
4936,"Doctor, I have been experiencing a headache lately.",38,5,38,5
4937,"Doctor, I have been experiencing elbow and knee pain, and it's been bothering me for a while.",22,2,22,2
4938,"Doctor, I have skin irritation, wrist swelling, elbow pain, and pain in my hands and fingers. What could be wrong with me?",89,2,89,2
4939,"Doctor, I've been having these terrible uterine contractions and pelvic pain. I'm also experiencing cramps and spasms, and sometimes I have bleeding between periods. What could be wrong with me?",152,2,152,2
4940,"Doctor, I've been experiencing lower abdominal pain and spotting during my pregnancy. Additionally, I feel pain during my pregnancy and I'm having problems with it. What could be causing all of these symptoms?",70,2,70,2
4941,"Doctor, I have been experiencing lower abdominal pain, pelvic pain and blood clots during my menstrual periods. I have also been having burning abdominal pain and pain during my pregnancy.",130,2,130,2
4942,"Doctor, I have been experiencing pain during my pregnancy and heavy menstrual flow. Also, sometimes I spot or bleed during my pregnancy and have blood clots during my periods. I also have intermenstrual bleeding. What could be the problem? ",81,2,81,2
4943,"Doctor, I am experiencing problems during my pregnancy. I have burning abdominal pain and pain during pregnancy. I've also had some intermenstrual bleeding. What could be wrong with me?",102,5,102,5
4944,"Hi doctor, I've been experiencing vaginal itching and discharge lately. Also, I had a recent pregnancy. Can you tell me what's wrong with me?",91,2,91,2
4945,"Doctor, I have been experiencing some symptoms recently. I had a recent pregnancy and since then I have been having vaginal pain, painful urination and pelvic pain. What could be the issue? ",175,2,175,2
