Index,Question,Q_KeyEntities,Q_KGEntities,Answer,A_KeyEntities,A_KGEntities
4345,"Doctor, I have been feeling ill lately, and I just can't shake it off. I feel fatigued all the time.","['Ill feeling', 'Fatigue']","['Feeling_ill', 'Fatigue']","It sounds like you might have sepsis. We'll need to perform some tests to confirm, but sepsis is a serious condition caused by an infection that has entered your bloodstream.","['Sepsis', 'Infection entered bloodstream']","['Acute_sinusitis', 'Blood_in_urine']"
4346,"Doctor, I have been having this persistent cough lately.",['Persistent cough'],['Cough'],It could be a symptom of sepsis.,['Sepsis'],['Acute_sinusitis']
4347,"Doctor, I'm experiencing fever, chills and shortness of breath. What do you think is wrong with me?","['Fever', 'Chills', 'Shortness of breath']","['Fever', 'Chills', 'Shortness_of_breath']","Based on your symptoms, it's possible that you have sepsis. Sepsis is a serious condition caused by an overwhelming immune response to an infection, leading to tissue damage, organ failure, and even death. You need immediate medical attention.","['Sepsis', 'Immune response', 'Infection', 'Tissue damage', 'Organ failure', 'Death', 'Medical attention']","['Acute_sinusitis', 'Allergic_reaction', 'Vaginitis', 'Culture_wound', 'Injury_to_the_abdomen', 'Diarrhea', 'Psychotherapy']"
4348,"Doctor, I'm experiencing some nailbiting, loss of sensation, dizziness, and I even fainted once. What do you think it could be?","['Nail biting', 'Loss of sensation', 'Dizziness', 'Fainting']","['Nailbiting', 'Loss_of_sensation', 'Dizziness', 'Fainting']","Based on your symptoms, it sounds like you may have had a heat stroke.",['Heat stroke'],['Stroke']
4349,"Doctor, I have been feeling really hot and have been experiencing nausea, vomiting, chills and I even fainted last night. Can you tell me what's wrong with me?","['feeling hot', 'nausea', 'vomiting', 'chills', 'fainting']","['Feeling_hot', 'Nausea', 'Vomiting', 'Chills', 'Fainting']","Based on your symptoms, it sounds like you may have suffered from heat stroke. Please be careful and stay hydrated in hot environments, and if symptoms persist please come see me for further treatment.","['Heat stroke', 'Dehydration']","['Stroke', 'Fluid_retention']"
4350,"Doctor, I've been feeling really sick lately. I keep vomiting and feeling faint, my body is losing sensation and my temperature is really high. I even have palpitations. What's wrong with me?","['Vomiting', 'Faintness', 'Body numbness', 'High temperature', 'Palpitations']","['Vomiting', 'Fainting', 'Loss_of_sensation', 'Fever', 'Palpitations']",It sounds like you have heat stroke. You need to cool down your body as soon as possible and drink plenty of fluids to avoid dehydration. Please come to the hospital immediately for further treatment.,"['Heat stroke', 'Dehydration', 'Hospital treatment']","['Stroke', 'Fluid_retention', 'Psychotherapy']"
4351,"Doctor, can you tell me why I am feeling so hot all of a sudden?","['Feeling hot', 'Sudden onset']","['Feeling_hot', 'Seizures']",It seems like you may be experiencing symptoms of heat stroke. It occurs when your body overheats due to prolonged exposure to high temperatures or physical exertion.,"['Heat stroke', 'Body overheating', 'Prolonged exposure to high temperatures', 'Physical exertion']","['Stroke', 'Feeling_hot_and_cold', 'Fever', 'Physical_therapy_exercises_(Exercises)']"
4352,"Doctor, I've been feeling really dizzy lately, and I've lost sensation in some parts of my body. I've also been vomiting and feeling nauseous. What do you think is wrong with me?","['Dizziness', 'Numbness in parts of body', 'Vomiting', 'Nausea']","['Dizziness', 'Loss_of_sensation', 'Vomiting', 'Nausea']","From the symptoms you've described, it sounds like you may be experiencing a heat stroke.",['Heat stroke'],['Stroke']
4353,"Doctor, I am experiencing symptoms of the kidneys, upper abdominal pain, stomach bloating, regurgitation, and back pain. What could be causing this?","['Kidney pain', 'Upper abdominal pain', 'Stomach bloating', 'Regurgitation', 'Back pain']","['Symptoms_of_the_kidneys', 'Upper_abdominal_pain', 'Stomach_bloating', 'Regurgitation', 'Back_pain']","Based on your symptoms, you might be suffering from Cholecystitis, which is an inflammation of the gallbladder.","['Cholecystitis', 'Inflammation of gallbladder']","['Cholesteatoma', 'Infectious_gastroenteritis']"
4354,"Doctor, I have been experiencing sharp and burning abdominal pain with bloating for the past few days. I also have some side pain and symptoms of the kidneys. What could be the reason for this?","['Abdominal pain', 'Bloating', 'Side pain', 'Symptoms of the kidneys']","['Sharp_abdominal_pain', 'Stomach_bloating', 'Side_pain', 'Symptoms_of_the_kidneys']","Based on your symptoms, it is likely that you have cholecystitis. This is inflammation of the gallbladder which can cause abdominal pain, bloating, and sometimes pain in the side and symptoms of the kidneys. We will need to run some tests to confirm the diagnosis and determine the best treatment plan for you.","['Cholecystitis', 'Inflammation of gallbladder', 'Abdominal pain', 'Bloating', 'Pain in the side', 'Kidney symptoms', 'Tests', 'Treatment plan']","['Cholesteatoma', 'Infectious_gastroenteritis', 'Sharp_abdominal_pain', 'Stomach_bloating', 'Side_pain', 'Symptoms_of_the_kidneys', 'Standard_pregnancy_test', 'Psychotherapy']"
4355,"Doctor, I have been experiencing upper abdominal pain, lower body pain, nausea, sharp chest pain and burning abdominal pain. What could be the reason for these symptoms?","['Upper abdominal pain', 'Lower body pain', 'Nausea', 'Sharp chest pain', 'Burning abdominal pain']","['Upper_abdominal_pain', 'Lower_body_pain', 'Nausea', 'Sharp_chest_pain', 'Burning_abdominal_pain']","This might be due to cholecystitis, an inflammation of the gallbladder, which can cause pain in the upper right abdomen, nausea, and vomiting. The pain can be sharp, crampy, or dull, and may even spread to the right shoulder or back.","['Cholecystitis', 'Inflammation of the gallbladder', 'Upper right abdominal pain', 'Nausea', 'Vomiting', 'Pain in the right shoulder', 'Pain in the back']","['Cholesteatoma', 'Infectious_gastroenteritis', 'Upper_abdominal_pain', 'Nausea', 'Vomiting', 'Shoulder_pain', 'Back_pain']"
4356,"Doctor, I am experiencing regurgitation, vomiting, and a burning abdominal pain. What could be the cause?","['Regurgitation', 'Vomiting', 'Abdominal pain']","['Regurgitation', 'Vomiting', 'Sharp_abdominal_pain']","Based on your symptoms, it looks like you may have cholecystitis.",['Cholecystitis'],['Cholesteatoma']
4357,"Doctor, I have been experiencing upper abdominal pain, sharp abdominal pain, lower body pain, stomach bloating, and symptoms of the kidneys. What could be wrong with me? ","['Upper abdominal pain', 'Sharp abdominal pain', 'Lower body pain', 'Stomach bloating', 'Symptoms of the kidneys']","['Upper_abdominal_pain', 'Sharp_abdominal_pain', 'Lower_body_pain', 'Stomach_bloating', 'Symptoms_of_the_kidneys']","Based on the symptoms you have described, it is possible that you are suffering from cholecystitis, an inflammation of the gallbladder, which can cause pain in the upper abdomen and sometimes radiate to the lower body. Bloating and symptoms of the kidneys can also be associated with cholecystitis. We will need to do some tests to confirm the diagnosis.","['cholecystitis (inflammation of gallbladder)', 'Upper abdominal pain', 'Lower body pain', 'Bloating', 'Kidney symptoms', 'Diagnostic tests']","['Cholesteatoma', 'Upper_abdominal_pain', 'Lower_body_pain', 'Stomach_bloating', 'Symptoms_of_the_kidneys', 'Hematologic_tests_(Blood_test)']"
4358,"Doctor, I have been experiencing arm swelling, sharp chest pain, weakness, decreased heart rate, and pallor. What can be causing these symptoms?","['Arm swelling', 'Chest pain', 'Weakness', 'Decreased heart rate', 'Pallor']","['Arm_swelling', 'Sharp_chest_pain', 'Weakness', 'Decreased_heart_rate', 'Pallor']",These symptoms are indicative of a cardiac arrest. We need to run some diagnostic tests to confirm the diagnosis and start immediate treatment to prevent any further damage to your heart.,"['Cardiac arrest', 'Diagnostic tests', 'Immediate treatment', 'Prevent further damage to heart']","['Fainting', 'Hematologic_tests_(Blood_test)', 'Prednisolone', 'Cardiac_stress_tests']"
4359,"Doctor, I have been experiencing difficulty breathing, increased heart rate, hurts to breath, palpitations, and focal weakness. What could be wrong with me? ","['Difficulty breathing', 'Increased heart rate', 'Painful breathing', 'Palpitations', 'Focal weakness']","['Difficulty_breathing', 'Increased_heart_rate', 'Hurts_to_breath', 'Palpitations', 'Focal_weakness']","Based on your symptoms, it seems like you may have experienced a cardiac arrest. I suggest we run some tests to confirm the diagnosis and start treatment immediately.","['Cardiac arrest', 'Diagnostic tests', 'Treatment']","['Fainting', 'Hematologic_tests_(Blood_test)', 'Psychotherapy']"
4360,"Doctor, I am experiencing decreased heart rate, sharp chest pain, palpitations, shortness of breath, and focal weakness. What could be the problem?","['decreased heart rate', 'chest pain', 'palpitations', 'shortness of breath', 'focal weakness']","['Decreased_heart_rate', 'Sharp_chest_pain', 'Palpitations', 'Shortness_of_breath', 'Focal_weakness']","Based on those symptoms, it sounds like you may have had a cardiac arrest. I suggest we perform some tests to confirm and start treatment immediately. ","['cardiac arrest', 'tests', 'treatment']","['Fainting', 'Standard_pregnancy_test', 'Psychotherapy']"
4361,"Doctor, I'm experiencing shortness of breath, pallor, and an increased heart rate. What could be causing this? ","['Shortness of breath', 'Pallor', 'Increased heart rate']","['Shortness_of_breath', 'Pallor', 'Increased_heart_rate']","Based on your symptoms, it's possible that you are experiencing a cardiac arrest. We need to act fast and get you to a hospital immediately.","['Cardiac arrest', 'Hospital']","['Fainting', 'Intubation']"
4362,"Doctor, I've been having some really uncomfortable sensations in my chest. My heartbeat seems to be all over the place and I feel really pale.","['Chest discomfort', 'Heartbeat irregularity', 'Pale appearance']","['Chest_tightness', 'Irregular_heartbeat', 'Pallor']","Based on those symptoms, you may be experiencing cardiac arrest. I recommend we run some tests just to be sure.","['Cardiac arrest', 'Tests']","['Fainting', 'Standard_pregnancy_test']"
4363,"Doctor, I am feeling very tired and exhausted all the time. What could be the reason for this?","['Tiredness', 'Exhaustion']","['Sleepiness', 'Fatigue']","Well, based on your symptom of fatigue, it's possible that you may have cardiomyopathy - a disease of the heart muscle that can lead to fatigue, breathlessness, and other related symptoms. We'll need to do further tests to confirm the diagnosis.","['Cardiomyopathy', 'Fatigue', 'Breathlessness', 'Other related symptoms', 'Further tests to confirm diagnosis']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Fatigue', 'Shortness_of_breath', 'Emotional_symptoms', 'Hematologic_tests_(Blood_test)']"
4364,"Doctor, I've been feeling a lot of chest tightness lately, and I've been having trouble catching my breath. ","['chest tightness', 'trouble catching breath']","['Chest_tightness', 'Difficulty_breathing']",Those are common symptoms of Cardiomyopathy.Patient Is there anything else I should be looking out for aside from chest tightness and shortness of breath? ,"['Cardiomyopathy', 'Chest tightness', 'Shortness of breath']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Chest_tightness', 'Shortness_of_breath']"
4365,"Doctor, I have been experiencing peripheral edema, muscle weakness, palpitations and excessive urination at night. What could possibly be wrong with me?","['peripheral edema', 'muscle weakness', 'palpitations', 'excessive urination at night']","['Peripheral_edema', 'Shoulder_weakness', 'Palpitations', 'Excessive_urination_at_night']","Based on your symptoms, you may be suffering from Cardiomyopathy which is a disease of the heart muscle that makes it harder for your heart to pump blood to the rest of your body, leading to peripheral edema, muscle weakness, palpitations, and excessive urination at night.","['Cardiomyopathy', 'Heart muscle disease', 'Difficulty pumping blood (Heart failure)', 'Peripheral edema', 'Muscle weakness', 'Palpitations', 'Excessive urination at night']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Coronary_atherosclerosis', 'Difficulty_breathing', 'Peripheral_edema', 'Shoulder_weakness', 'Palpitations', 'Excessive_urination_at_night']"
4366,"Doctor, I've been experiencing an irregular heartbeat, chest tightness, and palpitations. My heart rate has also decreased and I've been gaining weight. What could be causing these symptoms?","['Irregular heartbeat', 'Chest tightness', 'Palpitations', 'Decreased heart rate', 'Weight gain']","['Irregular_heartbeat', 'Chest_tightness', 'Palpitations', 'Decreased_heart_rate', 'Weight_gain']","Based on your symptoms, it's possible that you have cardiomyopathy. I recommend scheduling further tests to confirm this diagnosis and discuss treatment options.","['Cardiomyopathy', 'Diagnosis', 'Treatment options']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Other_diagnostic_procedures_(interview;_evaluation;_consultation)', 'Other_therapeutic_procedures']"
4367,"Doctor, I have been experiencing weight gain lately, but I haven't been eating more than usual. What could be wrong with me?",['Weight gain'],['Weight_gain'],"Based on your symptoms, it is possible that you have cardiomyopathy. This is a disease of the heart muscle where the heart becomes enlarged and weakened, making it difficult for the heart to pump blood through the body efficiently. Weight gain is a common symptom of this disease.","['Cardiomyopathy', 'Enlarged heart', 'Weakened heart', 'Difficulty in pumping blood', 'Weight gain']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Increased_heart_rate', 'Decreased_heart_rate', 'Difficulty_in_swallowing', 'Weight_gain']"
4368,"Doctor, I have been feeling very low and depressed lately. I'm not able to bring myself to socialize with anyone.","['Depression', 'Low mood', 'Social withdrawal']","['Depression', 'Sleepiness', 'Psychotherapy']",It seems like you are suffering from Social Phobia.,['Social Phobia'],['Fears_and_phobias']
4369,"Doctor, I've been having trouble sleeping and I feel anxious and nervous all the time. I'm also feeling really down and my temper is out of control lately.","['Trouble sleeping', 'Anxiety', 'Nervousness', 'Depression', 'Anger issues']","['Insomnia', 'Anxiety_and_nervousness', 'Panic_disorder', 'Depression', 'Excessive_anger']","Based on what you are describing, it seems like you may be suffering from social phobia.",['Social phobia.'],['Panic_disorder']
4370,"Doctor, I have been experiencing anxiety and nervousness whenever I am in a social situation. Why is that?","['Anxiety', 'Nervousness', 'Social situation']","['Anxiety_and_nervousness', 'Panic_disorder', 'Hostile_behavior']","You may have social phobia, a condition where a person has a fear of being judged or embarrassed in public or social situations.","['Social phobia', 'Fear of being judged', 'Fear of being embarrassed', 'Public situations', 'Social situations']","['Fears_and_phobias', 'Low_self-esteem', 'Anxiety_and_nervousness', 'Hostile_behavior', 'Abusing_alcohol']"
4371,"Doctor, I am constantly losing weight but I have noticed that I have been eating a lot lately. What could be the cause of this?","['weight loss', 'increased appetite<CSEP>']","['Recent_weight_loss', 'Decreased_appetite']","It could be a social phobia, which is an anxiety disorder where a person has intense fear and anxiety of social situations. This can manifest in many different ways, including increased appetite or decreased appetite.","['Social phobia', 'Anxiety disorder', 'Fear and anxiety of social situations', 'Increased appetite', 'Decreased appetite']","['Fears_and_phobias', 'Panic_disorder', 'Anxiety_and_nervousness', 'Decreased_appetite', 'Excessive_appetite']"
4372,"Doctor, I have been experiencing neck pain since yesterday. What could be causing it?",['Neck pain'],['Neck_pain'],"Based on your symptom of neck pain, it is possible that you are suffering from meningitis, a potentially life-threatening infection of the meninges, which are the protective membranes surrounding the brain and spinal cord. You should seek medical attention immediately.","['Neck pain', 'Meningitis', 'Infection of the meninges', 'Protective membranes surrounding the brain and spinal cord', 'Medical attention']","['Neck_pain', 'Acute_sinusitis', 'Arthrocentesis', 'Other_OR_therapeutic_nervous_system_procedures', 'Psychotherapy']"
4373,"Doctor, I have been having an ache all over my body and feeling nauseous. Also, I am experiencing low back pain and vomiting along with a persistent cough. What could be the problem? ","['Nausea', 'Aches', 'Low back pain', 'Vomiting', 'Persistent cough']","['Nausea', 'Ache_all_over', 'Low_back_pain', 'Vomiting', 'Cough']","Based on your symptoms, it seems like you may have Meningitis, which is an inflammation of the protective membranes surrounding your brain and spinal cord. It is a serious condition that requires prompt medical attention. It's essential you seek treatment right away.","['Meningitis', 'Inflammation', 'Protective membranes', 'Brain', 'Spinal cord', 'Medical attention', 'Prompt treatment']","['Acute_sinusitis', 'Spondylitis', 'Protamines_(Protamine)', 'Headache', 'Diagnostic_spinal_tap_(Spinal_tap)', 'Psychotherapy', 'Mental_health_counseling']"
4374,"Doctor, I have been experiencing neck pain for the past few days. What could be the reason behind it?",['Neck pain'],['Neck_pain'],"Based on your symptom of neck pain, it could possibly be meningitis. I recommend you get an immediate medical attention.","['Neck pain', 'Meningitis', 'Immediate medical attention']","['Neck_pain', 'Acute_sinusitis', 'Intubation']"
4375,"Doctor, I have been experiencing neck stiffness, low back pain, and an ache all over my body. What could be the cause?","['Neck stiffness', 'Low back pain', 'Generalized body ache']","['Neck_stiffness_or_tightness', 'Low_back_pain', 'Ache_all_over']","Based on your symptoms, it sounds like you may be suffering from meningitis. It is essential that you get immediate medical attention.","['Meningitis', 'Immediate medical attention']","['Acute_sinusitis', 'Intubation']"
4376,"Doctor, I am having this fever, and I feel an ache all over my body. My neck feels really stiff and tight, and my back and neck area are both in pain.","['Fever', 'Body ache', 'Stiff neck', 'Back pain']","['Fever', 'Ache_all_over', 'Neck_stiffness_or_tightness', 'Back_pain']","Based on your symptoms, you might be suffering from meningitis. Meningitis is an inflammation of the meninges, which are the protective membranes that cover the brain and spinal cord. It can cause fever, body aches, neck stiffness or tightness, back pain, and neck pain. It's important that you come in for an evaluation as soon as possible, so we can determine the best course of treatment for you.","['Meningitis', 'Inflammation of meninges', 'Fever', 'Body aches', 'Neck stiffness', 'Back pain', 'and Neck pain']","['Acute_sinusitis', 'Arthrocentesis', 'Fever', 'Ache_all_over', 'Neck_stiffness_or_tightness', 'Back_pain', 'Neck_pain']"
4377,"Doctor, I have been experiencing wrist weakness and sharp abdominal pain lately, What could be the cause?","['Wrist weakness', 'Sharp abdominal pain']","['Wrist_weakness', 'Sharp_abdominal_pain']","These symptoms can be caused by a genetic condition called spherocytosis, where there is a problem with the shape of your red blood cells. It can cause anemia and jaundice as well.","['Genetic condition (Spherocytosis)', 'Shape of red blood cells', 'Anemia', 'Jaundice']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Rho(D)_Immune_Globulin_(Rhogam)', 'Hyperkalemia', 'Jaundice']"
4378,"Doctor, I have been experiencing leg pain, excessive growth, jaundice, neck pain, and wrist weakness lately. What could be the problem?","['Leg pain', 'Excessive growth', 'Jaundice', 'Neck pain', 'Wrist weakness']","['Leg_pain', 'Excessive_growth', 'Jaundice', 'Neck_pain', 'Wrist_weakness']","Based on your symptoms, it looks like you may have a blood disorder called Spherocytosis. We will need to conduct some tests to confirm this diagnosis.","['Spherocytosis', 'Blood disorder', 'Diagnostic tests']","['Spondylitis', 'Coagulation_(bleeding)_disorder', 'Hematologic_tests_(Blood_test)']"
4379,"Doctor, I've been experiencing elbow weakness, neck pain, elbow cramps or spasms, and low back weakness. What could be wrong with me?","['Elbow weakness', 'Neck pain', 'Elbow cramps or spasms', 'Low back weakness']","['Elbow_weakness', 'Neck_pain', 'Elbow_cramps_or_spasms', 'Low_back_weakness']","Based on your symptoms, you may have a condition called Spherocytosis. It's a rare genetic disorder that causes red blood cells to become spherical in shape and break down prematurely. This can lead to anemia and other complications. It's important we do further tests to confirm the diagnosis and discuss a treatment plan.","['Spherocytosis', 'Genetic disorder', 'Red blood cells', 'Anemia', 'Complications']","['Spondylitis', 'Turner_syndrome', 'Hematologic_tests_(Blood_test)', 'Hyperkalemia', 'Headache']"
4380,"Hi doctor, I've been experiencing some symptoms lately. I have low back weakness, jaundice, elbow cramps or spasms, leg pain, and sharp abdominal pain. What could be wrong with me? ","['Low back weakness', 'Jaundice', 'Elbow cramps or spasms', 'Leg pain', 'Sharp abdominal pain']","['Low_back_weakness', 'Jaundice', 'Elbow_cramps_or_spasms', 'Leg_pain', 'Sharp_abdominal_pain']","Based on your symptoms, I suspect you have a condition called Spherocytosis. It is a genetic disorder characterized by the production of abnormal red blood cells that are spherical in shape and break down more easily than normal, leading to anemia and other symptoms. You will need further tests to confirm the diagnosis. ","['Spherocytosis', 'Anemia', 'Abnormal red blood cells']","['Spondylitis', 'Hyperkalemia', 'Hematologic_tests_(Blood_test)']"
4381,"I've been experiencing some leg pain, and I've noticed that I've been growing excessively. On top of that, I also have weakness in my elbows and lower back. Plus, I've developed a skin rash recently. Do you know what could be causing all this?","['Leg pain', 'Excessive growth', 'Weakness in elbows and lower back', 'Skin rash']","['Leg_pain', 'Excessive_growth', 'Elbow_weakness', 'Skin_rash']","Based on your symptoms, I suspect you may have Spherocytosis, a genetic blood disorder in which the shape of your red blood cells are abnormal. This causes them to break down more easily than normal, which can lead to anemia and a variety of symptoms including those you've described.","['Spherocytosis', 'Genetic blood disorder', 'Abnormal shape of red blood cells', 'Anemia', 'Various symptoms']","['Spondylitis', 'Coagulation_(bleeding)_disorder', 'Irregular_appearing_nails', 'Hyperkalemia', 'Emotional_symptoms']"
4382,"Doctor, I'm here because I'm experiencing a loss of sex drive, weight gain, and lack of growth. Do you have any idea what could be causing this?","['Loss of sex drive', 'Weight gain', 'Lack of growth.']","['Impotence', 'Weight_gain', 'Lack_of_growth']","Yes, based on your symptoms, it sounds like you may have a hormone disorder.","['Hormone disorder', 'Symptoms']","['Testosterone', 'Emotional_symptoms']"
4383,"Hey doctor, I am experiencing some symptoms of eye, like blurred vision and dry eyes. Can you please tell me what could be the issue?","['Blurred vision', 'Dry eyes']","['Diminished_vision', 'Skin_dryness']","These symptoms can be indicative of Thyroid Eye Disease, which is a hormone disorder that affects the muscles and tissues around the eyes, leading to inflammation and swelling.","['Thyroid Eye Disease', 'Hormone disorder', 'Muscles and tissues around the eyes', 'Inflammation', 'Swelling']","['Corneal_disorder', 'Testosterone', 'Mass_on_eyelid', 'Spondylitis', 'Knee_swelling']"
4384,"Doctor, I have been experiencing lack of growth, loss of sex drive, symptoms in my eyes, acne or pimples, and painful menstruation for quite some time now. What could be the cause of it all?","['Lack of growth', 'Loss of sex drive', 'Symptoms in eyes', 'Acne or pimples', 'Painful menstruation']","['Lack_of_growth', 'Impotence', 'Symptoms_of_eye', 'Acne_or_pimples', 'Painful_menstruation']","Based on your symptoms, you may have a hormone disorder.",['Hormone disorder'],['Testosterone']
4385,"Doctor, I've been experiencing unpredictable menstruation for the past few months along with frontal headaches and acne or pimples. What could be the reason?","['Unpredictable menstruation', 'Frontal headaches', 'Acne or pimples']","['Unpredictable_menstruation', 'Frontal_headache', 'Acne_or_pimples']","Based on the symptoms you've described, it seems like you may have a hormone disorder.","['Hormone disorder', 'Symptoms']","['Testosterone', 'Emotional_symptoms']"
4386,"Doctor, I have been experiencing painful menstruation, frontal headaches, unpredictable menstruation, loss of sex drive, and excessive growth. Can you tell me why?","['Painful menstruation', 'Frontal headaches', 'Unpredictable menstruation', 'Loss of sex drive', 'Excessive growth']","['Painful_menstruation', 'Frontal_headache', 'Unpredictable_menstruation', 'Impotence', 'Excessive_growth']","These symptoms are indicative of a hormone disorder, specifically acromegaly. I suggest we run further tests to confirm the diagnosis.","['Hormone disorder', 'Acromegaly', 'Further tests']","['Testosterone', 'Acarbose', 'Liver_function_tests_(Liver_test)']"
4387,"Doctor, I have been experiencing paresthesia, back pain, hand or finger pain, wrist swelling, and some skin lesions. What could be wrong with me?","['Paresthesia', 'Back pain', 'Hand or finger pain', 'Wrist swelling', 'Skin lesions']","['Paresthesia', 'Back_pain', 'Hand_or_finger_pain', 'Wrist_swelling', 'Skin_lesion']","Based on your symptoms, it is possible that you have Raynaud disease.",['Raynaud disease'],['Skin_rash']
4388,"Doctor, I have been experiencing loss of sensation in my fingers and toes, along with skin lesions. Additionally, I am having poor circulation and aching all over with muscle pain. What could be wrong with me?","['Loss of sensation in fingers and toes', 'Skin lesions', 'Poor circulation', 'Aching', 'Muscle pain']","['Loss_of_sensation', 'Skin_lesion', 'Stiffness_all_over', 'Ache_all_over', 'Muscle_pain']","Based on your symptoms, it sounds like you may be suffering from Raynaud disease.",['Raynaud disease'],['Skin_rash']
4389,"Doctor, I've been experiencing back pain, poor circulation, ache all over, paresthesia, and some symptoms in my eyes. What could be wrong with me?","['Back pain', 'Poor circulation', 'Aches all over', 'Paresthesia', 'Symptoms in eyes']","['Back_pain', 'Stiffness_all_over', 'Ache_all_over', 'Paresthesia', 'Symptoms_of_eye']","Based on your symptoms, it sounds like you may be suffering from Raynaud's disease.","[""Raynaud's disease""]",['Spondylitis']
4390,"Doctor, I've been experiencing hand or finger swelling, loss of sensation, wrist swelling, and paresthesia. What do you think is wrong with me?","['Hand/finger swelling', 'Loss of sensation', 'Wrist swelling', 'Paresthesia']","['Hand_or_finger_swelling', 'Loss_of_sensation', 'Wrist_swelling', 'Paresthesia']","Based on your symptoms, it sounds like you may have Raynaud disease.",['Raynaud disease'],['Skin_rash']
4391,"Doctor, I'm experiencing poor circulation in my hands and feet. What could be the cause of this?","['Poor circulation', 'Hands', 'Feet']","['Stiffness_all_over', 'Feet_turned_in', 'Flat_feet']","Based on your symptoms, it's most likely that you have Raynaud disease. This is a condition where the small blood vessels that supply blood to your fingers and toes narrow, reducing blood flow to these areas.","['Raynaud disease', 'Small blood vessel narrowing', 'Reduced blood flow to fingers and toes']","['Skin_rash', 'Other_vascular_catheterization;_not_heart', 'Hand_or_finger_weakness']"
4392,"Doctor, I have a lump in my knee, and it's been bothering me quite a bit. What could be the reason for it?","['Knee lump', 'Pain in knee']","['Knee_lump_or_mass', 'Knee_pain']",It sounds like you might be experiencing symptoms of reactive arthritis.,['Reactive arthritis'],['Joint_pain']
4393,"Doctor, I have been experiencing excessive growth, loss of sex drive, and hip pain. What could be the reason behind this?","['Excessive growth', 'Loss of sex drive', 'Hip pain']","['Excessive_growth', 'Impotence', 'Hip_pain']","You might be suffering from Reactive arthritis. It is a type of arthritis that causes inflammation in joints, eyes, and the urinary tract.","['Reactive arthritis', 'Arthritis', 'Inflammation', 'Joints', 'Eyes', 'Urinary tract']","['Joint_pain', 'Spondylitis', 'Knee_swelling', 'Bones_are_painful', 'Blindness', 'Urinalysis']"
4394,"Doctor, I have been experiencing excessive growth, wrist weakness, knee lump or mass, and knee pain. What could be the cause of such symptoms? ","['Excessive growth', 'Wrist weakness', 'Knee lump', 'Knee pain']","['Excessive_growth', 'Wrist_weakness', 'Knee_lump_or_mass', 'Knee_pain']",It seems like you might have reactive arthritis. It is an inflammatory form of arthritis that can occur as a reaction to an infection in another part of the body.,"['Reactive arthritis', 'Inflammatory arthritis', 'Infection in other part of body']","['Joint_pain', 'Spondylitis', 'Skin_on_leg_or_foot_looks_infected']"
4395,"Hi doctor, I have been experiencing neck cramps or spasms, wrist weakness, vulvar sore, and back pain. Do you have any idea what could be wrong with me?","['Neck cramps or spasms', 'Wrist weakness', 'Vulvar sore', 'Back pain']","['Neck_pain', 'Wrist_weakness', 'Vulvar_irritation', 'Back_pain']","Yes, based on your symptoms, it seems like you may have Reactive Arthritis. It is usually caused by an infection in your body, and it can lead to joint pain, swelling, and stiffness.","['Reactive Arthritis', 'Infection', 'Joint pain', 'Joint swelling', 'Joint stiffness. ']","['Joint_pain', 'Vaginitis', 'Knee_pain', 'Knee_swelling', 'Joint_stiffness_or_tightness']"
4396,"Doctor, I've been experiencing nailbiting, hip pain, knee lump or mass, and back pain. What could be the problem?","['Nailbiting', 'Hip pain', 'Knee lump or mass', 'Back pain']","['Nailbiting', 'Hip_pain', 'Knee_lump_or_mass', 'Back_pain']","Based on your symptoms, it seems that you might have reactive arthritis. We will need to run some tests to confirm the diagnosis.","['Reactive arthritis', 'Diagnostic tests']","['Joint_pain', 'Hematologic_tests_(Blood_test)']"
4397,"Doctor, I have been experiencing foot swelling, abnormal appearing skin, problem during pregnancy, skin rash, and skin swelling. What could be the reason behind these symptoms?","['Foot swelling', 'Abnormal skin appearance', 'Pregnancy complications', 'Skin rash', 'Skin swelling']","['Foot_or_toe_swelling', 'Abnormal_appearing_skin', 'Problems_during_pregnancy', 'Skin_rash', 'Skin_swelling']","Based on your symptoms, it seems like you might have scabies, which is a skin infestation caused by a mite.","['Scabies', 'Skin infestation', 'Mite']","['Skin_irritation', 'Skin_lesion', 'Warts']"
